cumulative_distance,n_game_road_trip,win?
1022,1,0.0
0,0,0.0
858,1,0.0
0,0,0.0
0,0,0.0
0,0,1.0
4029,1,1.0
4580,2,0.0
5765,3,1.0
0,0,1.0
583,1,0.0
0,0,1.0
0,0,1.0
4035,1,0.0
4363,2,1.0
4998,3,0.0
5434,4,0.0
0,0,1.0
0,0,0.0
779,1,0.0
3549,2,0.0
3960,3,1.0
4324,4,1.0
0,0,1.0
0,0,0.0
121,1,1.0
3823,2,0.0
4425,3,0.0
5504,4,0.0
0,0,0.0
0,0,0.0
0,0,0.0
1429,1,0.0
0,0,0.0
0,0,1.0
0,0,0.0
0,0,1.0
1022,1,1.0
0,0,0.0
0,0,0.0
0,0,0.0
858,1,0.0
4222,2,0.0
6085,3,0.0
6467,4,1.0
7039,5,1.0
0,0,0.0
583,1,1.0
0,0,0.0
0,0,1.0
0,0,1.0
0,0,1.0
2854,1,0.0
4233,2,0.0
0,0,1.0
583,1,1.0
1143,2,1.0
3377,3,0.0
4056,4,1.0
0,0,1.0
0,0,1.0
0,0,0.0
779,1,1.0
0,0,0.0
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
