cumulative_distance,n_game_road_trip,win?
0,0,1
1368,1,0
2315,2,1
0,0,1
886,1,0
0,0,0
635,1,0
0,0,1
761,1,1
2263,2,0
0,0,1
0,0,0
986,1,1
1860,2,1
3505,3,1
0,0,0
2028,1,1
0,0,0
0,0,1
436,1,1
2595,2,0
3961,3,1
0,0,0
2406,1,0
3085,2,0
0,0,1
2028,1,1
3436,2,1
4515,3,1
0,0,0
307,1,1
0,0,1
886,1,0
0,0,1
0,0,1
0,0,1
0,0,1
693,1,0
0,0,1
1509,1,1
0,0,1
0,0,0
0,0,0
635,1,0
0,0,1
0,0,1
1378,1,1
0,0,1
0,0,1
0,0,1
0,0,1
4230,1,0
5009,2,1
6032,3,1
7642,4,1
0,0,1
1368,1,0
2070,2,0
2403,3,1
0,0,0
0,0,1
4175,1,1
4750,2,0
5325,3,0
5885,4,1
7412,5,0
0,0,1
0,0,1
307,1,1
436,2,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
307,1,1
0,0,0
1509,1,0
1874,2,1
0,0,1
0,0,1
