cumulative_distance,n_game_road_trip,win?
886,1,0
0,0,0
436,1,1
0,0,1
1378,1,1
3426,2,1
0,0,1
0,0,1
2406,1,1
4111,2,1
4758,3,1
0,0,1
0,0,1
0,0,1
307,1,1
0,0,1
1509,1,1
2666,2,1
4454,3,0
0,0,1
761,1,1
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
2845,1,0
4841,2,1
5223,3,0
0,0,1
0,0,0
1829,1,1
2908,2,1
0,0,0
307,1,0
0,0,1
0,0,0
1161,1,1
0,0,1
0,0,1
0,0,1
0,0,1
307,1,1
436,2,1
0,0,0
0,0,0
0,0,0
4175,1,0
4175,2,1
4735,3,0
6262,4,1
0,0,1
0,0,1
0,0,1
693,1,0
1258,2,1
0,0,0
0,0,0
0,0,0
986,1,1
1760,2,1
0,0,1
0,0,1
2585,1,0
4103,2,1
4675,3,1
0,0,0
0,0,0
1798,1,1
2657,2,0
0,0,1
4082,1,1
4861,2,1
5883,3,1
6697,4,1
0,0,1
1378,1,0
2071,2,0
0,0,1
0,0,0
635,1,0
0,0,1
