cumulative_distance,n_game_road_trip,win?
0,0,1
0,0,0
0,0,1
565,1,1
0,0,1
0,0,0
1798,1,1
3311,2,1
0,0,1
306,1,0
0,0,0
2164,1,1
3593,2,0
4176,3,0
6385,4,1
8006,5,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,0
0,0,1
693,1,1
0,0,1
541,1,1
0,0,0
1692,1,1
0,0,1
2683,1,1
3706,2,1
4569,3,0
5621,4,0
6196,5,1
8132,6,0
0,0,1
702,1,0
0,0,0
0,0,1
0,0,1
0,0,1
559,1,1
688,2,0
1414,3,0
0,0,0
0,0,0
1317,1,0
0,0,1
0,0,0
0,0,1
693,1,0
2491,2,0
4000,3,1
0,0,1
1115,1,0
0,0,0
702,1,0
0,0,1
0,0,1
0,0,1
551,1,1
0,0,0
565,1,1
1588,2,0
3058,3,1
3742,4,0
4719,5,0
0,0,1
0,0,0
333,1,1
0,0,1
0,0,1
1994,1,1
3782,2,1
0,0,1
0,0,0
0,0,1
0,0,1
344,1,0
673,2,1
0,0,1
551,1,1
1202,2,1
